"timeStamp","Exp0_OxygenTemp","Exp0_Oxygendphi","Exp0_OxygenpercentO2","Exp0_OxygensingelIntensity","Exp0_OxygenAmbientLight","Exp0_PhValue","Exp0_PresensO2value","Exp0_PH.calTemp","Exp0_PH.Ref.Amplitude","Exp0_PH.Amplitude","Exp0_PH.Phase.shift","Exp0_PH.calibration.Pressure","Exp0_Presens.02.Ref.Amp","Exp0_Presens.02.Amp","Exp0_Presens.02.Phase","Exp0_Presens.02.cal.Temp","Exp0_Presens.errorcode","Exp0_TempPump","Exp0_TempCamera","Exp1_OxygenTemp","Exp1_Oxygendphi","Exp1_OxygenpercentO2","Exp1_OxygensingelIntensity","Exp1_OxygenAmbientLight","Exp1_PhValue","Exp1_PresensO2value","Exp1_PH.calTemp","Exp1_PH.Ref.Amplitude","Exp1_PH.Amplitude","Exp1_PH.Phase.shift","Exp1_PH.calibration.Pressure","Exp1_Presens.02.Ref.Amp","Exp1_Presens.02.Amp","Exp1_Presens.02.Phase","Exp1_Presens.02.cal.Temp","Exp1_Presens.errorcode","Exp1_TempPump","Exp1_TempCamera","Temp_airHighPresision","Temp_Heater","Pressure_Electronics","Pressure_LateAccess","Imu_gyroX","Imu_gyroY","Imu_gyroZ","Imu_accelegrationX","Imu_accelegrationY","Imu_accelegrationZ","Imu_orientationX","Imu_orientationY","Imu_orientationZ","X36V.current","X36V.voltage","X12V.current","X12V.voltage","X5V.current","X5V.voltage","X3V.current","X3V.voltage","ssd.current","ssd.voltage","pump0.current","pump0.voltage","pump1.current","pump1.voltage","flowCellLed0.current","flowCellLed0.voltage","flowCellLed1.current","flowCellLed1.voltage"
1552068075,24595.742226801,32155.6436947377,8101.32068005392,6454.58915875177,65103.6160642956,7538.18862349479,9236460.17495409,0,0,0,0,0,0,0,0,0,0,24631.4383786287,24650.3990641619,23859.9973951507,28760.8507517471,10918.9603037508,7905.35896721451,65244.8267228274,0,0,0,0,0,0,0,0,0,0,0,0,24717.1321658778,24830.8520995789,23077.1711340116,24869.8732699167,9495.61816591827,9709.7493041003,21.5093723265268,21.2689525629027,-6.10386359996891,254.975996221532,-194.283817381163,3643.26829379364,0,0,0,414.095882467521,29190.7018870689,532.833451673562,12059.6320477148,371.32273911005,5084.40296039449,515.820720462171,3351.81369822039,236.853415792971,3343.11556392138,0,0,0,0,146.389379758458,66.996013185389,262.398558298676,54.1560252455974
1552068080,24594.5686876782,32155.0809076334,8104.36192659151,6454.18249434132,65103.2433893527,7537.85853111446,9236458.61634857,0,0,0,0,0,0,0,0,0,0,24628.8482669864,24653.5338837026,23860.9996000176,28760.583613781,10917.7663131344,7904.67204201328,65245.3227978397,0,0,0,0,0,0,0,0,0,0,0,0,24718.2008021971,24830.4277164133,23078.3313567092,24868.4869593199,9496.25792551399,9710.59646388845,18.9802153628267,19.5556890998257,-5.20119153199385,254.545313087017,-192.323297551406,3646.29272810599,0,0,0,413.765979700633,29192.1163555955,528.956921666251,12057.8903397002,371.989183941136,5083.2677222177,516.529611584983,3351.12270116124,236.580002522968,3342.6359258289,0,0,0,0,147.085962883475,68.6739215165181,264.196955587943,53.6794680337275
1552068087,24594.410070533,32155.0626674467,8104.48124086731,6454.25150343878,65106.2893720221,7535.49127362251,9236459.28835149,0,0,0,0,0,0,0,0,0,0,24630.5020945288,24651.7533150853,23861.8848759316,28761.8771215146,10917.5047320229,7905.30900640379,65243.9756748369,0,0,0,0,0,0,0,0,0,0,0,0,24719.1573216832,24832.9442493167,23076.9232267867,24869.4697736461,9495.4492757369,9711.70756367522,19.9786585383898,19.8762083607498,-6.38443066025133,256.029713034868,-191.800645820316,3644.81962377765,0,0,0,414.02553178152,29193.0629878042,530.047620729336,12059.2255797207,370.650084230027,5082.54873702544,517.349772516049,3350.87181755149,235.798554468726,3341.82912980256,0,0,0,0,146.937563367525,67.2218735698153,262.272755504771,56.7848911513043
1552068092,24595.3120099856,32152.4392305959,8104.72510629422,6454.77461998597,65104.7852077726,7539.02028024104,9236460.14422937,0,0,0,0,0,0,0,0,0,0,24631.5410551546,24652.4646080538,23861.1195229787,28762.1532386654,10916.2733834845,7902.21213983499,65244.5126914022,0,0,0,0,0,0,0,0,0,0,0,0,24718.6956131743,24830.5411225564,23075.8762483454,24870.7958733858,9495.65126926065,9709.06924652083,19.8196507780575,18.8332231929673,-5.76370908854464,255.580238430905,-193.865463810138,3643.6267609469,0,0,0,413.065820573763,29192.179897247,528.832386799202,12060.4807341453,371.405820742347,5082.91022301746,515.522397042065,3350.26369679728,237.330039667025,3343.27359620194,0,0,0,0,148.306613046734,67.9544876784227,264.1915656294,55.0270581239607
1552068097,24595.6818369767,32154.5246522753,8104.1292581837,6454.67183485161,65103.433760769,7539.3210041792,9236458.95250542,0,0,0,0,0,0,0,0,0,0,24630.5839771899,24650.8697291335,23862.075897748,28759.117228081,10917.7357760294,7904.18477895736,65244.0922605415,0,0,0,0,0,0,0,0,0,0,0,0,24719.1846259845,24831.3926785982,23075.7405624644,24868.4426777002,9496.66349059265,9710.96943998871,20.8392627913876,16.821112189097,-5.79308940143624,254.627664700472,-192.153835566291,3644.47422182652,0,0,0,415.489323108954,29192.0433968306,530.696346893643,12059.1396247954,370.299452270145,5083.12799746151,516.137108177593,3351.0257136105,236.811473905899,3343.83153435071,0,0,0,0,146.904686830147,66.940962845176,263.893701603263,56.6542246270869
1552068102,24595.8969053192,32153.9647282659,8105.66789642539,6453.46340793283,65104.9360827505,7537.55989404524,9236459.3582762,0,0,0,0,0,0,0,0,0,0,24630.2640778902,24652.6307984992,23860.5747812176,28759.5045121689,10916.4941789052,7904.1088704978,65245.246631206,0,0,0,0,0,0,0,0,0,0,0,0,24717.9627368521,24830.7369131397,23075.8753530289,24869.4611433334,9497.18122020301,9710.87714939739,19.5597388075256,19.0808955983061,-5.51483112794636,254.556097064569,-195.077117002104,3645.55773605286,0,0,0,412.967378484898,29193.7592216111,531.527340278784,12059.2840372362,370.906257329615,5081.3951518807,516.226939161225,3350.35719348693,236.565963891898,3342.66323180696,0,0,0,0,148.172268734839,67.6678688463293,264.161700449551,55.4105905507487
1552068107,24595.147547407,32152.8826554609,8102.95884259248,6454.59662446265,65104.4879852814,7537.83050736068,9236460.72322542,0,0,0,0,0,0,0,0,0,0,24630.5351402471,24652.1898616693,23860.6693635994,28760.6021816486,10916.6374818756,7906.33543919212,65244.4572776431,0,0,0,0,0,0,0,0,0,0,0,0,24717.6129158736,24830.7491449925,23077.2403748331,24870.658162921,9496.27881446601,9710.28563143373,18.4438336229881,17.3427318932944,-2.92673713582346,255.054197161666,-192.341345893301,3644.66642049191,0,0,0,415.564952508361,29194.5543189907,530.844397432191,12059.58466933,371.855843435386,5081.74446086802,516.755576036883,3351.93026815387,237.69141600775,3341.53198590573,0,0,0,0,147.182352673902,65.9441711291785,263.956455470089,56.1046386550128
1552068112,24594.6367237745,32154.4439063466,8102.86565049467,6453.81813186694,65104.3833855554,7537.61239460181,9236460.97588368,0,0,0,0,0,0,0,0,0,0,24628.9304489544,24652.6660351405,23859.964970935,28760.7398783704,10917.1912616498,7905.59816401496,65244.4657179231,0,0,0,0,0,0,0,0,0,0,0,0,24718.9322700212,24830.5939163258,23076.8178170963,24870.5665439577,9496.64304114567,9710.66501438474,20.2938033450939,20.6311007512624,-5.23524181575665,256.912060219706,-191.055657811744,3644.44945743248,0,0,0,411.9065915309,29193.2337066492,531.188656214229,12059.597777838,372.069951408083,5082.08147000229,516.475836140819,3351.88816724551,234.451651762747,3343.99276949352,0,0,0,0,147.180941694258,67.3769871678136,264.418760791262,56.7415661362069
1552068117,24594.3035875484,32155.4865134686,8102.9300220068,6454.42452014977,65104.7874013028,7537.87014763946,9236459.71391668,0,0,0,0,0,0,0,0,0,0,24631.9305974212,24651.8099089682,23862.9412314554,28757.2102578031,10915.7843559021,7904.99649186474,65243.8083917453,0,0,0,0,0,0,0,0,0,0,0,0,24717.0309785573,24828.8728878389,23076.5010798212,24869.0914689668,9495.91487655986,9709.9980764776,19.1244126065604,18.9907226226726,-6.79669829404069,255.870529028395,-191.438291439121,3645.35204001955,0,0,0,413.452194948575,29192.6386135922,532.475443769617,12060.5637537784,371.506838303596,5082.54389687848,515.749816499591,3350.63293777684,236.313935981129,3341.87262990938,0,0,0,0,144.54801476853,66.8691400872772,262.977045781286,53.8341458519251
1552068122,24593.0223439525,32152.0030890906,8103.30269511124,6453.93421294528,65105.7660670055,7539.31737403197,9236458.84725977,0,0,0,0,0,0,0,0,0,0,24631.0588940008,24652.5930830863,23859.2996033225,28760.5418584311,10917.3636325756,7903.25041410159,65245.7849425736,0,0,0,0,0,0,0,0,0,0,0,0,24719.9216467293,24831.1773000889,23076.0913473814,24867.9433740496,9496.10487473766,9712.23476587794,19.2091482639452,17.9730632357308,-6.09678676888671,255.158708530467,-191.899439266615,3644.83327184678,0,0,0,414.688556332478,29192.6152676996,530.168052313944,12060.5170391062,369.68933145704,5080.82005851,516.454076547061,3349.97967439042,237.476244378813,3344.84374563896,0,0,0,0,146.995886138647,66.4249245132705,263.543287518678,54.8523185187377
